Nome da conta;Número da conta;Nome do veículo;Número do veículo;Total de dias da operação;Data inicial da operação;Data final da operação;Total de dias;Distância percorrida;Por dia;Hodômetro inicial;Hodômetro final;Velocidade máxima;Velocidade média;Velocidade média em movimento;Litros consumidos;Consumo médio do veículo;Movimento;Faixa verde;Marcha lenta excessiva;Ignição ligada;Percentual de tempo de condução sem chuva;Percentual de tempo de condução na chuva;Condução sem chuva;Condução na chuva;Movimento médio diário;Quantidade de violações - Aceleração brusca;Quantidade de violações - Banguela;Quantidade de violações - Freadas bruscas;Quantidade de violações - Marcha lenta excessiva;Quantidade de violações - Partida a frio;Quantidade de violações - Violação de faixa verde;Quantidade de violações - Violação de RPM;Quantidade de violações - Violação de velocidade;Quantidade de violações - Violação de velocidade na chuva;Tempo total - Aceleração brusca;Tempo total - Banguela;Tempo total - Freadas bruscas;Tempo total - Marcha lenta excessiva;Tempo total - Partida a frio;Tempo total - Violação de faixa verde;Tempo total - Violação de RPM;Tempo total - Violação de velocidade;Tempo total - Violação de velocidade na chuva;
Prime;268497701;2060 - RLL8J57;376399;29;04/05/2025;03/06/2025;31;8.091,90;279,03;396.632,00;404.723,90;93,00;51,81;66,63;3.124,40;2,59;121:26:29;116:32:43;15:01:42;156:11:24;100,00;0,00;121:26:29;00:00:00;04:11:15;45;0;0;65;16;568;0;0;0;00:01:40;00:00:00;00:00:00;15:01:42;00:05:06;04:53:46;00:00:00;00:00:00;00:00:00;
Prime;268497701;2062 - RLL9A77;375670;27;04/05/2025;03/06/2025;31;5.735,60;212,43;410.495,80;416.231,40;97,00;37,25;66,62;2.269,10;2,53;86:05:38;83:11:27;09:53:21;153:58:21;100,00;0,00;86:05:38;00:00:00;03:11:19;6;0;2;44;11;232;2;0;0;00:00:12;00:00:00;00:00:04;09:53:21;00:02:22;02:54:11;00:00:42;00:00:00;00:00:00;
Prime;268497701;2064 - RLL9B27;376258;31;04/05/2025;03/06/2025;31;4.323,00;139,45;359.411,40;363.734,40;97,00;48,41;66,09;1.605,60;2,69;65:24:22;64:39:55;12:17:12;89:18:16;100,00;0,00;65:24:22;00:00:00;02:06:36;4;0;3;59;17;83;0;10;0;00:00:08;00:00:00;00:00:07;12:17:12;00:06:43;00:44:27;00:00:00;00:03:25;00:00:00;
Prime;268497701;2066 - RLN9A47;376116;30;05/05/2025;03/06/2025;31;10.230,70;341,02;444.224,60;454.455,30;94,00;57,10;64,77;4.070,90;2,51;157:57:48;155:32:02;05:32:45;179:10:20;100,00;0,00;157:57:48;00:00:00;05:15:56;13;0;0;39;16;313;0;1;0;00:00:26;00:00:00;00:00:00;05:32:45;00:03:44;02:25:46;00:00:00;00:00:19;00:00:00;
Prime;268497701;2068 - RLN9D57;375769;31;04/05/2025;03/06/2025;31;9.830,40;317,11;388.328,70;398.159,10;97,00;49,99;64,38;4.124,30;2,38;152:41:41;151:07:03;06:24:38;196:39:16;100,00;0,00;152:41:41;00:00:00;04:55:32;4;0;5;40;53;207;0;0;0;00:00:08;00:00:00;00:00:11;06:24:38;00:13:28;01:34:38;00:00:00;00:00:00;00:00:00;
Prime;268497701;2070 - RLM6H97;376263;30;04/05/2025;02/06/2025;31;5.398,70;179,96;393.461,90;398.860,60;92,00;48,38;60,13;2.004,60;2,69;89:47:19;89:36:07;05:42:33;111:35:03;100,00;0,00;89:47:19;00:00:00;02:59:35;3;0;1;34;12;26;0;0;0;00:00:06;00:00:00;00:00:02;05:42:33;00:03:00;00:11:12;00:00:00;00:00:00;00:00:00;
Prime;268497701;2072 - RLM6J37;375156;28;04/05/2025;03/06/2025;31;10.621,40;379,34;422.925,40;433.547,30;96,00;58,96;71,50;3.941,50;2,69;148:32:57;147:06:21;11:51:19;180:09:25;100,00;0,00;148:32:57;00:00:00;05:18:19;24;0;2;60;9;189;0;5;0;00:00:48;00:00:00;00:00:04;11:51:19;00:03:15;01:26:36;00:00:00;00:01:30;00:00:00;
Prime;268497701;2074 - RLO0C76;378712;25;05/05/2025;03/06/2025;31;613,50;24,54;408.288,40;413.273,80;94,00;4,29;58,30;230,50;2,66;10:31:21;10:23:05;04:07:09;143:06:42;100,00;0,00;10:31:21;00:00:00;00:25:15;1;0;1;25;6;19;0;0;0;00:00:02;00:00:00;00:00:02;04:07:09;00:01:54;00:08:16;00:00:00;00:00:00;00:00:00;
Prime;268497701;2076 - RLO2C06;375675;27;04/05/2025;03/06/2025;31;6.354,10;235,34;407.018,20;413.372,30;93,00;52,58;66,66;2.399,00;2,65;95:19:35;94:56:17;06:12:37;120:50:32;100,00;0,00;95:19:35;00:00:00;03:31:50;2;0;0;36;23;55;0;0;0;00:00:04;00:00:00;00:00:00;06:12:37;00:05:25;00:23:18;00:00:00;00:00:00;00:00:00;
Prime;268497701;2078 - RLO2D16;375442;30;04/05/2025;03/06/2025;31;8.135,90;271,20;391.959,40;400.095,30;95,00;54,90;67,21;2.865,00;2,84;121:03:09;118:59:25;10:18:14;148:11:29;100,00;0,00;121:03:09;00:00:00;04:02:06;0;0;2;57;23;232;0;6;0;00:00:00;00:00:00;00:00:04;10:18:14;00:05:50;02:03:44;00:00:00;00:01:43;00:00:00;
Prime;268497701;2080 - RLO2E16;362804;21;04/05/2025;03/06/2025;31;9.478,00;451,33;417.522,30;427.000,30;95,00;21,89;63,22;3.694,00;2,57;149:55:53;148:08:54;10:12:44;433:01:27;100,00;0,00;149:55:53;00:00:00;07:08:23;5;0;3;49;11;249;0;2;0;00:00:10;00:00:00;00:00:07;10:12:44;00:02:49;01:46:59;00:00:00;00:00:44;00:00:00;
Prime;268497701;2082 - RLO9C76;375974;31;04/05/2025;03/06/2025;31;8.125,10;262,10;299.518,80;307.643,90;98,00;45,84;70,25;3.206,50;2,53;115:39:31;115:30:36;21:35:54;177:15:30;100,00;0,00;115:39:31;00:00:00;03:43:51;1;0;0;101;17;26;0;1;0;00:00:02;00:00:00;00:00:00;21:35:54;00:04:50;00:08:55;00:00:00;00:00:27;00:00:00;
Prime;268497701;2084 - RLO9D66 SINISTRADO;375671;0;-;-;31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;00:00:00;00:00:00;00:00:00;00:00:00;100,00;0,00;00:00:00;00:00:00;00:00:00;0;0;0;0;0;0;0;0;0;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;
Prime;268497701;2086 - RLO9H56;376052;27;08/05/2025;03/06/2025;31;11.784,10;436,45;376.349,30;388.133,40;98,00;100,92;149,64;4.122,00;2,86;78:45:06;78:22:06;11:52:05;116:45:57;100,00;0,00;78:45:06;00:00:00;02:55:00;12;0;4;76;18;52;0;4;0;00:00:24;00:00:00;00:00:09;11:52:05;00:05:43;00:23:00;00:00:00;00:01:29;00:00:00;
Prime;268497701;2088 - RLO9I86;375491;12;04/05/2025;03/06/2025;31;2.218,80;184,90;421.116,70;423.335,50;100,00;4,11;64,83;888,50;2,50;34:13:21;33:12:39;38:30:58;539:42:19;100,00;0,00;34:13:21;00:00:00;02:51:07;8;0;2;62;4;135;0;3;0;00:00:16;00:00:00;00:00:04;38:30:58;00:01:17;01:00:42;00:00:00;00:00:51;00:00:00;
Prime;268497701;2090 - RLP0B26;361434;28;04/05/2025;03/06/2025;31;8.563,70;305,85;366.990,40;375.554,10;99,00;51,01;65,48;2.991,00;2,86;130:46:57;130:31:17;06:14:43;167:53:35;100,00;0,00;130:46:57;00:00:00;04:40:15;7;0;4;41;38;38;4;0;0;00:00:14;00:00:00;00:00:08;06:14:43;00:10:50;00:15:40;00:01:00;00:00:00;00:00:00;
Prime;268497701;2092 - RLP0B86;376077;24;04/05/2025;30/05/2025;31;5.729,20;238,72;406.930,50;412.659,70;97,00;47,02;64,15;2.130,00;2,69;89:18:27;87:19:30;07:11:26;121:51:29;100,00;0,00;89:18:27;00:00:00;03:43:16;1;0;1;38;24;241;1;2;0;00:00:02;00:00:00;00:00:02;07:11:26;00:06:02;01:58:57;00:00:16;00:00:36;00:00:00;
Prime;268497701;2094 - RLN4G87;366968;30;04/05/2025;02/06/2025;31;9.899,00;329,97;413.264,10;423.163,10;101,00;54,18;73,66;3.676,60;2,69;134:22:48;128:28:26;09:36:28;182:41:46;100,00;0,00;134:22:48;00:00:00;04:28:46;44;0;22;87;14;600;0;33;0;00:01:34;00:00:00;00:00:47;09:36:28;00:04:00;05:54:22;00:00:00;00:11:46;00:00:00;
Prime;268497701;2096 - RXK3B96;375957;30;04/05/2025;03/06/2025;31;8.326,10;277,54;355.371,70;363.697,80;97,00;42,75;67,39;3.337,80;2,49;123:33:36;121:33:22;34:58:12;194:46:13;100,00;0,00;123:33:36;00:00:00;04:07:07;25;0;1;147;29;251;0;8;0;00:00:50;00:00:00;00:00:02;34:58:12;00:07:00;02:00:14;00:00:00;00:03:02;00:00:00;
Prime;268497701;2098 - RLM6I77;361596;30;04/05/2025;02/06/2025;31;7.981,20;266,04;395.496,10;403.477,30;99,00;54,74;68,88;2.670,70;2,99;115:52:16;108:43:40;16:56:35;145:48:11;100,00;0,00;115:52:16;00:00:00;03:51:45;0;0;0;81;7;779;0;10;0;00:00:00;00:00:00;00:00:00;16:56:35;00:02:01;07:08:36;00:00:00;00:03:09;00:00:00;
Prime;268497701;2100 - RLN9C47;376556;29;04/05/2025;03/06/2025;31;7.622,20;262,83;332.992,80;340.615,00;107,00;52,94;66,16;-121.015,40;0,00;115:12:55;114:10:29;11:12:52;143:58:16;100,00;0,00;115:12:55;00:00:00;03:58:23;35;0;1;60;13;131;0;6;0;00:01:14;00:00:00;00:00:02;11:12:52;00:04:28;01:02:26;00:00:00;00:02:24;00:00:00;
Prime;268497701;2102 - RXK3C16;375935;27;04/05/2025;03/06/2025;31;5.799,50;214,80;392.966,90;398.766,40;95,00;55,60;68,78;1.739,80;3,33;84:19:25;84:04:44;07:57:48;104:17:56;100,00;0,00;84:19:25;00:00:00;03:07:23;1;0;0;53;5;32;0;0;0;00:00:02;00:00:00;00:00:00;07:57:48;00:01:40;00:14:41;00:00:00;00:00:00;00:00:00;
Prime;268497701;2104 - RLN5D57;376610;28;04/05/2025;02/06/2025;31;7.373,50;263,34;361.558,10;368.931,70;92,00;50,55;54,62;2.580,30;2,86;134:59:45;134:35:30;05:51:59;145:51:07;100,00;0,00;134:59:45;00:00:00;04:49:17;2;0;0;44;21;51;0;0;0;00:00:04;00:00:00;00:00:00;05:51:59;00:04:47;00:24:15;00:00:00;00:00:00;00:00:00;
Prime;268497701;2106 - RLN5C47;375434;29;04/05/2025;03/06/2025;31;7.831,50;270,05;343.086,20;350.917,70;97,00;53,91;58,84;2.638,60;2,97;133:05:15;132:11:44;07:45:59;145:16:21;100,00;0,00;133:05:15;00:00:00;04:35:21;1;0;1;54;11;121;0;4;0;00:00:02;00:00:00;00:00:02;07:45:59;00:03:10;00:53:31;00:00:00;00:01:07;00:00:00;
Prime;268497701;2108 - RLM5C67;375959;31;04/05/2025;03/06/2025;31;5.996,70;193,44;348.356,90;354.353,60;95,00;42,08;55,29;2.035,10;2,95;108:27:46;108:23:22;09:48:18;142:31:25;100,00;0,00;108:27:46;00:00:00;03:29:56;0;0;2;66;9;13;0;0;0;00:00:00;00:00:00;00:00:04;09:48:18;00:02:59;00:04:24;00:00:00;00:00:00;00:00:00;
Prime;268497701;2110 - RLM5B57;374272;31;04/05/2025;03/06/2025;31;6.864,10;221,42;369.983,20;376.847,30;90,00;50,37;56,01;2.632,00;2,61;122:32:27;121:05:46;05:43:25;136:17:00;100,00;0,00;122:32:27;00:00:00;03:57:11;2;0;0;48;15;142;0;0;0;00:00:04;00:00:00;00:00:00;05:43:25;00:04:43;01:26:41;00:00:00;00:00:00;00:00:00;
Prime;268497701;2112 - RLN5F17;377244;25;04/05/2025;03/06/2025;31;6.899,10;275,96;404.008,80;410.907,90;92,00;27,13;29,16;2.429,60;2,84;236:35:24;236:19:52;16:29:10;254:17:46;100,00;0,00;236:35:24;00:00:00;09:27:49;0;0;0;76;1;37;0;0;0;00:00:00;00:00:00;00:00:00;16:29:10;00:00:12;00:15:32;00:00:00;00:00:00;00:00:00;
Prime;268497701;2114 - RLN5A57;375502;31;04/05/2025;03/06/2025;31;3.686,11;118,91;320.945,09;324.631,20;96,00;56,12;71,29;265,20;13,90;51:42:16;51:20:44;06:21:37;65:40:46;100,00;0,00;51:42:16;00:00:00;01:40:04;31;0;0;31;6;25;0;0;0;00:01:08;00:00:00;00:00:00;06:21:37;00:01:10;00:21:32;00:00:00;00:00:00;00:00:00;
Prime;268497701;2116 - RLN5E27;277420;29;05/05/2025;03/06/2025;31;8.575,50;295,71;326.986,50;335.561,90;171,00;51,54;61,63;3.495,40;2,45;139:08:53;132:43:02;15:11:24;166:23:24;52,95;47,05;73:40:40;65:28:13;04:47:54;10;0;2;42;14;696;0;15;1440;00:00:21;00:00:00;00:00:04;15:11:24;00:04:09;06:25:51;00:00:00;00:05:02;46:19:02;
Prime;268497701;2118 - RLN5C17;376031;29;04/05/2025;02/06/2025;31;11.486,60;396,09;350.055,60;361.542,20;92,00;51,84;53,09;4.514,60;2,54;216:21:28;215:19:14;03:22:56;221:34:18;100,00;0,00;216:21:28;00:00:00;07:27:38;4;0;0;26;93;112;0;0;0;00:00:08;00:00:00;00:00:00;03:22:56;00:24:57;01:02:14;00:00:00;00:00:00;00:00:00;
Prime;268497701;2120 - RLN5C77;376227;31;04/05/2025;03/06/2025;31;9.655,90;311,48;378.882,60;388.538,50;111,00;54,98;63,38;3.707,10;2,60;152:20:24;146:05:08;18:48:39;175:37:56;100,00;0,00;152:20:24;00:00:00;04:54:51;10;0;1;84;11;642;0;125;0;00:00:22;00:00:00;00:00:02;18:48:39;00:03:02;06:15:16;00:00:00;01:07:28;00:00:00;
Prime;268497701;2122 - RLN4J17;376345;29;05/05/2025;03/06/2025;31;5.223,20;180,11;354.915,60;360.138,80;95,00;47,86;56,67;1.970,00;2,65;92:10:31;91:22:38;15:27:37;109:08:06;100,00;0,00;92:10:31;00:00:00;03:10:42;3;0;0;73;4;76;0;1;0;00:00:06;00:00:00;00:00:00;15:27:37;00:01:14;00:47:53;00:00:00;00:00:17;00:00:00;
Prime;268497701;2124 - RXL2J47;369882;31;04/05/2025;03/06/2025;31;12.341,10;398,10;393.371,80;405.712,90;98,00;50,51;66,90;4.631,70;2,66;184:28:06;179:49:27;39:50:08;244:20:57;100,00;0,00;184:28:06;00:00:00;05:57:02;11;0;6;151;22;439;0;9;0;00:00:22;00:00:00;00:00:12;39:50:08;00:05:30;04:38:39;00:00:00;00:02:56;00:00:00;
Prime;268497701;2126 - RXL3A27;375308;29;04/05/2025;03/06/2025;31;9.271,60;319,71;365.356,10;374.627,70;99,00;53,67;63,20;3.722,80;2,49;146:42:41;145:45:20;06:05:55;172:45:37;100,00;0,00;146:42:41;00:00:00;05:03:32;7;0;0;41;13;118;0;0;0;00:00:14;00:00:00;00:00:00;06:05:55;00:04:10;00:57:21;00:00:00;00:00:00;00:00:00;
Prime;268497701;2128 - RLP5G47;375948;24;04/05/2025;30/05/2025;31;10.052,80;418,87;374.877,80;384.930,60;96,00;40,42;48,55;3.504,30;2,87;207:02:48;205:29:49;02:08:41;248:41:59;100,00;0,00;207:02:48;00:00:00;08:37:37;21;0;3;16;40;180;0;0;0;00:00:42;00:00:00;00:00:06;02:08:41;00:12:13;01:32:59;00:00:00;00:00:00;00:00:00;
Prime;268497701;2130 - RLP5I47;374412;25;04/05/2025;03/06/2025;31;6.570,50;262,82;362.569,30;369.139,80;96,00;56,35;70,52;2.570,20;2,56;93:09:59;91:12:26;03:04:24;116:35:55;100,00;0,00;93:09:59;00:00:00;03:43:36;4;0;3;24;27;256;0;6;0;00:00:08;00:00:00;00:00:07;03:04:24;00:07:55;01:57:33;00:00:00;00:02:14;00:00:00;
Prime;268497701;2132 - RXK4I06;375444;31;04/05/2025;03/06/2025;31;9.355,30;301,78;391.870,90;401.226,20;95,00;52,34;69,88;3.369,40;2,78;133:52:56;132:53:31;11:50:06;178:44:44;100,00;0,00;133:52:56;00:00:00;04:19:08;41;0;5;77;21;131;0;0;0;00:01:27;00:00:00;00:00:10;11:50:06;00:06:41;00:59:25;00:00:00;00:00:00;00:00:00;
Prime;268497701;2134 - RXM2A57;365744;30;04/05/2025;03/06/2025;31;4.584,20;152,81;376.425,90;381.010,10;93,00;53,16;62,96;1.650,30;2,78;72:48:31;71:27:34;01:58:32;86:13:54;100,00;0,00;72:48:31;00:00:00;02:25:37;3;0;0;15;12;170;0;0;0;00:00:06;00:00:00;00:00:00;01:58:32;00:03:26;01:20:57;00:00:00;00:00:00;00:00:00;
Prime;268497701;2136 - RXM2B37;376270;26;05/05/2025;03/06/2025;31;4.945,40;190,21;348.837,50;353.782,90;92,00;51,35;65,50;1.588,50;3,11;75:30:18;74:56:00;08:35:32;96:18:06;100,00;0,00;75:30:18;00:00:00;02:54:15;0;0;0;51;13;44;0;0;0;00:00:00;00:00:00;00:00:00;08:35:32;00:03:19;00:34:18;00:00:00;00:00:00;00:00:00;
Prime;268497701;2138 - RXL9C57;376347;30;04/05/2025;03/06/2025;31;6.037,00;201,23;327.015,70;333.052,70;95,00;49,87;55,02;2.623,90;2,30;109:43:00;106:36:45;09:01:28;121:03:13;100,00;0,00;109:43:00;00:00:00;03:39:26;0;0;1;59;5;372;0;1;0;00:00:00;00:00:00;00:00:02;09:01:28;00:01:33;03:06:15;00:00:00;00:00:18;00:00:00;
Prime;268497701;2140 - RXL9E87;375830;29;05/05/2025;03/06/2025;31;6.119,40;211,01;320.258,30;326.377,70;101,00;48,24;58,61;2.668,80;2,29;104:24:10;103:04:26;16:33:37;126:50:26;100,00;0,00;104:24:10;00:00:00;03:36:00;4;0;3;52;17;167;0;2;0;00:00:08;00:00:00;00:00:06;16:33:37;00:03:26;01:19:44;00:00:00;00:00:37;00:00:00;
Prime;268497701;2142 - RXS0E27;372584;31;04/05/2025;03/06/2025;31;4.736,80;152,80;347.911,40;352.648,20;98,00;52,57;68,86;1.839,70;2,57;68:47:02;67:39:26;05:50:42;90:05:47;100,00;0,00;68:47:02;00:00:00;02:13:08;27;0;2;44;12;114;0;3;0;00:00:57;00:00:00;00:00:04;05:50:42;00:04:15;01:07:36;00:00:00;00:01:35;00:00:00;
Prime;268497701;2144 - RXS0D77;375949;30;04/05/2025;03/06/2025;31;11.207,90;373,60;380.375,20;391.583,10;96,00;59,65;69,66;4.522,70;2,48;160:54:03;158:33:29;07:08:16;187:54:34;100,00;0,00;160:54:03;00:00:00;05:21:48;5;0;1;50;24;310;0;4;0;00:00:10;00:00:00;00:00:02;07:08:16;00:06:26;02:20:34;00:00:00;00:01:37;00:00:00;
Prime;268497701;2146 - RXS0F37;376000;31;04/05/2025;03/06/2025;31;8.170,50;263,56;415.644,10;423.814,60;92,00;48,22;63,62;3.093,10;2,64;128:25:35;127:25:43;20:45:45;169:27:09;100,00;0,00;128:25:35;00:00:00;04:08:34;4;0;0;118;9;138;0;0;0;00:00:08;00:00:00;00:00:00;20:45:45;00:03:06;00:59:52;00:00:00;00:00:00;00:00:00;
Prime;268497701;2148 - RXS0E97;375869;24;04/05/2025;03/06/2025;31;9.896,90;412,37;379.048,20;388.946,60;95,00;30,19;32,82;3.869,20;2,56;301:34:03;299:23:57;05:47:32;327:46:27;100,00;0,00;301:34:03;00:00:00;12:33:55;1;0;2;33;22;273;0;2;0;00:00:02;00:00:00;00:00:05;05:47:32;00:06:52;02:10:06;00:00:00;00:00:33;00:00:00;
Prime;268497701;2150 - RLN2I88;376549;30;05/05/2025;03/06/2025;31;6.146,00;204,87;359.490,10;365.636,10;97,00;55,04;69,91;2.065,10;2,98;87:54:43;87:24:11;01:46:46;111:39:47;100,00;0,00;87:54:43;00:00:00;02:55:49;5;0;2;16;31;65;0;0;0;00:00:10;00:00:00;00:00:05;01:46:46;00:07:07;00:30:32;00:00:00;00:00:00;00:00:00;
Prime;268497701;2152 - RLO3H88;375877;31;04/05/2025;03/06/2025;31;9.974,10;321,75;358.538,40;368.512,50;92,00;48,85;64,07;3.884,20;2,57;155:40:34;151:53:05;23:11:44;204:11:06;100,00;0,00;155:40:34;00:00:00;05:01:19;7;0;3;86;21;383;0;0;0;00:00:14;00:00:00;00:00:08;23:11:44;00:04:44;03:47:29;00:00:00;00:00:00;00:00:00;
Prime;268497701;2154 - RLP2D18;375552;26;04/05/2025;02/06/2025;31;64.781,01;2.491,58;312.134,59;376.916,00;103,00;352,36;476,47;2.572,80;25,18;135:57:41;131:53:44;03:14:47;183:51:03;100,00;0,00;135:57:41;00:00:00;05:13:45;6;0;4;22;19;492;0;6;0;00:00:16;00:00:00;00:00:09;03:14:47;00:04:19;04:03:57;00:00:00;00:02:20;00:00:00;
Prime;268497701;2156 - RXN0I28;376681;31;04/05/2025;03/06/2025;31;11.015,50;355,34;364.551,30;375.566,80;95,00;57,00;70,40;3.686,30;2,99;156:28:37;155:37:19;17:34:48;193:14:37;100,00;0,00;156:28:37;00:00:00;05:02:52;2;0;1;96;15;101;0;3;0;00:00:04;00:00:00;00:00:02;17:34:48;00:04:59;00:51:18;00:00:00;00:01:13;00:00:00;
Prime;268497701;2158 - RXN1A08;376792;27;05/05/2025;03/06/2025;31;8.045,40;297,98;397.334,70;405.380,20;105,00;50,18;64,45;2.927,30;2,75;124:50:06;123:26:12;05:08:59;160:19:44;100,00;0,00;124:50:06;00:00:00;04:37:25;5;0;0;38;13;161;0;4;0;00:00:10;00:00:00;00:00:00;05:08:59;00:05:01;01:23:54;00:00:00;00:01:16;00:00:00;
Prime;268497701;2160 - RXN0J08;376876;28;04/05/2025;03/06/2025;31;4.655,30;166,26;341.105,80;345.761,10;94,00;43,01;61,01;1.828,20;2,55;76:18:30;75:04:02;09:46:33;108:14:16;100,00;0,00;76:18:30;00:00:00;02:43:31;5;0;7;47;22;124;0;0;0;00:00:10;00:00:00;00:00:14;09:46:33;00:06:25;01:14:28;00:00:00;00:00:00;00:00:00;
Prime;268497701;2162 - RXO6D88;377115;31;04/05/2025;03/06/2025;31;6.231,50;201,02;396.854,10;403.085,60;94,00;47,78;62,84;2.041,60;3,05;99:09:47;97:55:09;12:11:31;130:25:10;100,00;0,00;99:09:47;00:00:00;03:11:56;2;0;0;74;7;142;0;0;0;00:00:04;00:00:00;00:00:00;12:11:31;00:02:22;01:14:38;00:00:00;00:00:00;00:00:00;
Prime;268497701;2164 - RXO6E38;376912;29;04/05/2025;03/06/2025;31;4.947,90;170,62;421.206,10;426.154,00;98,00;36,87;63,75;2.159,40;2,29;77:36:52;75:35:43;28:16:45;134:11:48;100,00;0,00;77:36:52;00:00:00;02:40:35;16;0;7;119;41;237;0;6;0;00:00:32;00:00:00;00:00:16;28:16:45;00:10:59;02:01:09;00:00:00;00:01:58;00:00:00;
Prime;268497701;2166 - RXO6B98;377254;29;05/05/2025;03/06/2025;31;7.116,20;245,39;364.461,40;371.577,60;92,00;49,79;59,90;2.565,40;2,77;118:48:00;117:46:50;06:10:44;142:55:15;100,00;0,00;118:48:00;00:00:00;04:05:48;1;0;0;50;16;128;0;0;0;00:00:02;00:00:00;00:00:00;06:10:44;00:05:09;01:01:10;00:00:00;00:00:00;00:00:00;
Prime;268497701;2168 - RXO6D18;376664;26;04/05/2025;03/06/2025;31;6.099,10;234,58;332.146,30;338.245,40;92,00;24,77;66,80;2.152,50;2,83;91:18:03;90:39:11;07:09:36;246:15:04;100,00;0,00;91:18:03;00:00:00;03:30:42;11;0;0;48;42;75;0;0;0;00:00:23;00:00:00;00:00:00;07:09:36;00:11:23;00:38:52;00:00:00;00:00:00;00:00:00;
Prime;268497701;2170 - RXQ1G28;376794;30;04/05/2025;02/06/2025;31;10.156,40;338,55;329.882,40;340.038,80;102,00;59,64;62,66;3.350,60;3,03;162:05:39;161:44:57;06:01:39;170:16:53;100,00;0,00;162:05:39;00:00:00;05:24:11;1;0;0;38;3;44;0;1;0;00:00:02;00:00:00;00:00:00;06:01:39;00:00:48;00:20:42;00:00:00;00:00:21;00:00:00;
Prime;268497701;2172 - RXQ1H98;376735;30;04/05/2025;03/06/2025;31;9.116,80;303,89;345.031,30;354.148,20;95,00;49,13;52,79;3.672,50;2,48;172:42:19;170:50:11;03:34:10;185:33:03;100,00;0,00;172:42:19;00:00:00;05:45:25;0;0;4;29;28;212;0;2;0;00:00:00;00:00:00;00:00:08;03:34:10;00:08:12;01:52:08;00:00:00;00:00:38;00:00:00;
Prime;268497701;2174 - RXQ1I08;376782;31;04/05/2025;03/06/2025;31;8.248,10;266,07;348.094,30;356.342,40;93,00;50,29;56,41;3.208,00;2,57;146:12:19;141:49:19;18:45:02;163:59:56;100,00;0,00;146:12:19;00:00:00;04:42:59;2;0;0;94;3;506;0;0;0;00:00:04;00:00:00;00:00:00;18:45:02;00:00:47;04:23:00;00:00:00;00:00:00;00:00:00;
Prime;268497701;2176 - RXQ7E68;376804;24;04/05/2025;03/06/2025;31;8.048,40;335,35;340.647,70;348.696,10;93,00;54,26;57,95;3.121,70;2,58;138:52:44;133:21:25;01:00:02;148:20:23;100,00;0,00;138:52:44;00:00:00;05:47:12;2;0;0;7;11;527;0;0;0;00:00:04;00:00:00;00:00:00;01:00:02;00:03:34;05:31:19;00:00:00;00:00:00;00:00:00;
Prime;268497701;2178 - RXQ7E48;376808;30;04/05/2025;03/06/2025;31;7.438,90;247,96;373.658,00;381.096,90;96,00;46,56;50,34;2.752,50;2,70;147:46:00;147:41:07;06:26:57;159:45:28;100,00;0,00;147:46:00;00:00:00;04:55:32;20;0;3;50;17;13;0;1;0;00:01:16;00:00:00;00:00:07;06:26:57;00:05:09;00:04:53;00:00:00;00:00:32;00:00:00;
Prime;268497701;2180 - RLP0G49;376818;31;04/05/2025;03/06/2025;31;7.596,61;245,05;327.000,80;334.597,50;169,00;44,09;51,20;0,00;0,00;148:21:59;148:21:59;00:00:00;172:17:16;100,00;0,00;148:21:59;00:00:00;04:47:10;868;0;56;0;0;0;0;0;0;00:29:28;00:00:00;00:01:52;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;
Prime;268497701;2182 - RLP8F09;377193;30;04/05/2025;02/06/2025;31;8.405,60;280,19;364.132,00;372.537,60;103,00;52,34;62,28;-27.412,80;0,00;134:57:52;134:56:54;26:30:36;160:35:36;100,00;0,00;134:57:52;00:00:00;04:29:56;11;0;0;87;4;3;0;6;0;00:00:26;00:00:00;00:00:00;26:30:36;00:01:04;00:00:58;00:00:00;00:01:57;00:00:00;
Prime;268497701;2184 - RLP8E59;367171;31;04/05/2025;03/06/2025;31;6.700,60;216,15;330.742,50;337.443,10;95,00;47,63;54,61;3.023,90;2,22;122:41:26;122:31:41;14:47:29;140:40:03;100,00;0,00;122:41:26;00:00:00;03:57:28;1;0;0;82;6;23;0;3;0;00:00:02;00:00:00;00:00:00;14:47:29;00:01:50;00:09:45;00:00:00;00:00:53;00:00:00;
Prime;268497701;2186 - RLD7F60;376663;31;04/05/2025;03/06/2025;31;9.735,39;314,04;317.581,70;327.317,09;91,00;53,00;65,64;4.027,30;2,42;148:19:10;147:26:50;07:49:42;183:40:37;100,00;0,00;148:19:10;00:00:00;04:47:04;6;0;1;59;30;105;0;0;0;00:00:12;00:00:00;00:00:02;07:49:42;00:07:52;00:52:20;00:00:00;00:00:00;00:00:00;
Prime;268497701;2188 - RLD7E80;376800;30;04/05/2025;02/06/2025;31;10.692,00;356,40;355.062,00;365.754,10;100,00;58,34;69,40;4.250,90;2,52;154:03:44;144:13:14;11:06:44;183:16:37;100,00;0,00;154:03:44;00:00:00;05:08:07;1;0;0;71;20;1083;0;5;0;00:00:02;00:00:00;00:00:00;11:06:44;00:06:11;09:50:30;00:00:00;00:01:32;00:00:00;
